공고명,회사명,등록일,지원마감일,근무지역,경력,학력,근무형태,"급여(월급,연봉)",직무분야,링크
[LG계열社] 대기업 Public Cloud(AWS/Azure/GCP),(주)키스템프그룹,등록일 23/09/26,오늘마감,서울 마포구,경력7년↑,대졸↑,정규직,,"GCP, 기술지원, 보안컨설팅, 정보보안, FAE 외 등록일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46656380&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
Cloud(AWS GCP) 운영 경력직 모집 (중급),베이스라인파트너스(주),등록일 23/10/04,~ 11/03(금),서울 영등포구,경력 5~7년,초대졸↑,정규직,,"GCP, 네트워크, 클라우드, AWS, Git 외 등록일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46686999&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
"Multi Cloud(AWS, Azure, GCP, OCI) 기술 지원 및 운영 담당자",(주)이지컴아이앤씨,수정일 23/09/22,~ 10/21(토),경기 용인시 기흥구,경력무관,고졸↑,정규직,"3,600 만원","GCP, 백엔드/서버개발, IT컨설팅, 솔루션, 클라우드 외 수정일 23/09/22",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46630610&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
Senior Quality Assurance Auditor (GCP)모집,국제백신연구소,등록일 23/09/11,채용시,서울 관악구,경력5년↑,대졸↑,정규직,,"CRA(임상연구원), QA, QC, 품질관리, 국제기구 등록일 23/09/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46551988&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
[인텔리전스랩스] 미디어개발팀 백엔드 개발자 (Java),(주)넥슨,등록일 23/08/16,채용시,경기 성남시 분당구,경력3년↑,학력무관,정규직,,"GCP, SE(시스템엔지니어), 프론트엔드, 네트워크, 클라우드 외 등록일 23/08/16",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46365135&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
[인텔리전스랩스] 데이터 분석가 (넥슨 플랫폼),(주)넥슨,등록일 23/09/27,채용시,경기 성남시 분당구,경력무관,학력무관,정규직,,"GCP, 데이터분석가, 머신러닝, 모델링, Python 외 등록일 23/09/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46667497&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
[자율주행/서울] Robotics SW Engineer,(주)아데코코리아,등록일 23/10/05,~ 11/04(토),서울 성동구,경력5년↑,대졸↑,정규직,,"GCP, 기술지원, 프론트엔드, 알고리즘, 임베디드 외 등록일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46697557&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
CJ올리브네트웍스 수시 채용,씨제이올리브네트웍스(주),등록일 23/09/27,~ 10/22(일),서울 용산구,경력 4~16년,대졸↑,정규직,,"GCP, 데이터엔지니어, SI개발, 데이터마이닝, 딥러닝 외 등록일 23/09/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46667909&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
"KB One 클라우드 통합MSP 관련 OP인원모집(조장, 조원)",(주)시스원,등록일 23/10/11,~ 11/10(금),서울 강서구,경력무관,학력무관,정규직·계약직,,"GCP, SI개발, SI영업, 제안서, RFP(제안요청서) 외 등록일 23/10/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46734981&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
렌탈부문 하반기 대규모 채용,AJ네트웍스(주),수정일 23/09/14,오늘마감,서울 송파구,신입·경력,대졸↑,정규직·인턴직,,"GCP, 인프라, 클라우드, ERP, IDC 외 수정일 23/09/14",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46582836&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
2023년 하반기 TmaxGroup 신입/경력 대규모 채용,(주)티맥스티베로,수정일 23/09/26,~ 10/31(화),경기 성남시 분당구,신입·경력,대졸↑,정규직,,"GCP, 기술지원, 데이터분석가, 백엔드/서버개발, 보안컨설팅 외 수정일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46651812&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
2024 에이케이아이에스(주)신입사원 공개채용,에이케이아이에스(주),수정일 23/10/11,~ 10/31(화),서울 마포구,신입,학력무관,,,"GCP, 백엔드/서버개발, 정보보안, 네트워크, 인프라 외 수정일 23/10/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46734588&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
다우기술 경력사원 대규모 인재영입,(주)다우기술,수정일 23/10/10,~ 10/13(금),경기 성남시,경력2년↑,초대졸↑,정규직,,"GCP, 기술지원, 데이터분석가, 데이터엔지니어, 백엔드/서버개발 외 수정일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46657874&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
[전산팀] 시스템엔지니어 모집,라온피플(주),수정일 23/10/11,~ 10/31(화),경기 성남시 분당구,경력1년↑,학력무관,정규직,,"GCP, 백엔드/서버개발, 앱개발, 웹개발, 퍼블리셔 외 수정일 23/10/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46651902&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
[LG그룹] 스마트팩토리 경력직 채용,(주)비즈테크아이,수정일 23/09/27,~ 10/31(화),서울 마포구,경력,대졸↑,정규직,,"GCP, 백엔드/서버개발, 앱개발, 웹개발, 웹마스터 외 수정일 23/09/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46665769&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
[IT] 백엔드 SW개발 (전자차트),(주)덴티움,수정일 23/04/13,상시채용,경기전체,경력 1~10년,대졸↑,정규직,,"GCP, 백엔드/서버개발, 웹개발, 프론트엔드, DBA 외 수정일 23/04/13",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44095871&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
[IT] 풀스택 개발자 (전자차트/클라우드플랫폼),(주)덴티움,수정일 23/04/24,상시채용,경기전체,경력 1~10년,대졸↑,정규직,,"GCP, 백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드 외 수정일 23/04/24",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45054643&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
[IT] 프론트엔트 SW개발 (클라우드 전자차트),(주)덴티움,수정일 23/04/10,상시채용,경기전체,경력 1~6년,대졸↑,정규직,,"GCP, 웹개발, 퍼블리셔, 프론트엔드, 반응형웹 외 수정일 23/04/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44097636&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
"DBA(게임, 플랫폼)",(주)위메이드,수정일 23/10/10,~ 11/07(화),경기전체,경력 5~10년,학력무관,정규직,,"GCP, 백엔드/서버개발, 웹개발, DBA, 인프라 외 수정일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45884113&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
리눅스 엔지니어(게임 플랫폼),(주)위메이드,등록일 23/08/17,~ 11/16(목),경기전체,경력 5~10년,학력무관,정규직,,"GCP, 백엔드/서버개발, 웹개발, SE(시스템엔지니어), 인프라 외 등록일 23/08/17",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46377291&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
"데이터 엔지니어(블록체인, 팀장)",(주)위메이드,등록일 23/08/30,~ 11/29(수),경기전체,경력 10~20년,학력무관,정규직,,"GCP, 웹개발, DBA, SE(시스템엔지니어), 데이터마이닝 외 등록일 23/08/30",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46469907&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
"DBA(게임, 플랫폼)",(주)위메이드,수정일 23/09/21,~ 11/20(월),경기 성남시 분당구,경력5년↑,학력무관,정규직,,"GCP, 게임개발, 데이터분석가, 데이터엔지니어, DBA 외 수정일 23/09/21",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46630928&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
SE(시스템 엔지니어),(주)위메이드,등록일 23/09/25,~ 12/24(일),경기전체,경력 5~10년,학력무관,정규직,,"GCP, 기술지원, 백엔드/서버개발, 웹개발, SE(시스템엔지니어) 외 등록일 23/09/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46651340&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
Data Scientist - 마케팅 믹스 최적화 Task,콘센트릭스서비스코리아(유),수정일 23/09/26,~ 10/26(목),서울 용산구,경력 2~15년,학력무관,정규직,,"GCP, 데이터분석가, 데이터분석, 머신러닝, 솔루션 외 수정일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46654506&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
사내 IT 인프라 담당자,(주)위메이드,등록일 23/09/25,~ 12/24(일),경기전체,경력 1~5년,학력무관,정규직,,"GCP, 기술지원, 백엔드/서버개발, 웹개발, SE(시스템엔지니어) 외 등록일 23/09/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46651305&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
데이터베이스 관리자 (DBA),(주)키다리스튜디오,수정일 23/09/26,상시채용,서울 성동구,경력 7~15년,대졸↑,정규직,,"GCP, 백엔드/서버개발, 웹개발, DBA, 인프라 외 수정일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46406343&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
[케이디디아이코리아] 서버 네트워크 구축 PM,케이디디아이코리아(주),수정일 23/09/15,상시채용,서울 중구,경력 10~20년,초대졸↑,정규직,,"GCP, 백엔드/서버개발, 웹개발, SE(시스템엔지니어), 네트워크 외 수정일 23/09/15",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46586579&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
ICT사업본부 IT팀 개발자 모집,하이텍앤솔(주),수정일 23/09/25,채용시,서울 송파구,경력3년↑,대졸↑,정규직,,"GCP, 프론트엔드, CSS, HTML, Javascript 외 수정일 23/09/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46648975&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
디지털마케팅 데이터분석 전문가 (국내 최고대기업 계열),(주)스카우트,수정일 23/10/11,채용시,서울 강남구,경력4년↑,대졸↑,정규직,,"GCP, 데이터분석가, 데이터엔지니어, 빅데이터, 클라우드 외 수정일 23/10/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46675528&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
리눅스 시스템 엔지니어 경력 채용,(주)베이넥스,수정일 23/09/14,~ 11/06(월),서울 영등포구,경력3년↑,학력무관,정규직,,"GCP, SE(시스템엔지니어), 유지보수, 네트워크, 빅데이터 외 수정일 23/09/14",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46533026&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
[(주)파이오링크] 기술엔지니어 모집(ADC/ 웹방화벽/ 클라우드),(주)파이오링크,수정일 23/08/28,~ 10/27(금),서울 금천구,신입·경력,초대졸↑,정규직·인턴직,,"GCP, 기술지원, 네트워크, 방화벽, 솔루션 외 수정일 23/08/28",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46449170&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
보안인프라팀 시스템 운영 엔지니어 경력직 채용 (정규직),(주)골프존카운티,수정일 23/10/05,채용시,서울 강남구,경력 3~12년,대졸↑,정규직,,"GCP, 정보보안, CISO, 인프라, 펌웨어 외 수정일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46449233&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
아이엠아이에서 파티원(시스템인프라 운영 담당자)을 구합니다.,㈜아이엠아이,등록일 23/10/04,~ 10/31(화),서울 강남구,신입·경력,학력무관,정규직,,"GCP, 백엔드/서버개발, 정보보안, 네트워크, 방화벽 외 등록일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46678623&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
[토스플레이스] Data Engineer,(주)비바리퍼블리카,등록일 23/09/05,채용시,서울 강남구,경력,학력무관,정규직,,"GCP, 검색엔진, 네트워크, 데이터라벨링, 데이터마이닝 외 등록일 23/09/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46512866&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
[티디지] 매니지드서비스사업본부 엔지니어 채용 (경력),(주)티디지,등록일 23/09/13,~ 10/31(화),서울 강남구,경력무관,고졸↑,정규직,,"GCP, 유지보수, DBA, SE(시스템엔지니어), S/W 외 등록일 23/09/13",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46572184&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
2023년 하반기 Firmware/Chip 엔지니어 신입 및 경력 채용,(주)위즈네트,수정일 23/08/31,~ 10/30(월),경기 성남시 분당구,신입·경력,학력무관,정규직,"3,600 만원","GCP, 임베디드, 펌웨어, H/W, MCU 외 수정일 23/08/31",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46479711&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
[ESTsoft] IT인프라 엔지니어 (경력),(주)이스트소프트,등록일 23/09/12,상시채용,서울 서초구,경력 5~10년,학력무관,정규직,,"GCP, 기술지원, 백엔드/서버개발, 웹개발, SE(시스템엔지니어) 외 등록일 23/09/12",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46565262&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
클라우드 아키텍처(Cloud TA) 경력사원 모집,(주)엔텍정보통신,등록일 23/09/15,~ 11/14(화),서울 마포구,경력3년↑,초대졸↑,정규직,,"GCP, 백엔드/서버개발, SE(시스템엔지니어), 인프라, 클라우드 외 등록일 23/09/15",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46591006&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
IT기술지원[Engineer](경력) 채용,(주)모니터랩,수정일 23/09/27,상시채용,서울전체,경력 1~10년,학력무관,정규직,,"GCP, 기술지원, 백엔드/서버개발, 웹개발, SE(시스템엔지니어) 외 수정일 23/09/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46658190&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
웹(Java) 개발 경력자 모집,(주)인텔리빅스,등록일 23/09/25,상시채용,서울 서초구,경력5년↑,초대졸↑,정규직,,"GCP, 백엔드/서버개발, RDBMS, Java, Javascript 외 등록일 23/09/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46644728&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=2de2982f-3232-473f-8e0d-0061416c802c
업무자동화 개발 신입/경력,디딤365(주),수정일 23/09/25,~ 10/24(화),서울 금천구,신입·경력,고졸↑,정규직,,"GCP, 유지보수, Python, .NET, ASP 외 수정일 23/09/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46648561&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
[Kenvue Korea] Data Analytics Specialist,한국존슨앤드존슨판매(유),등록일 23/09/12,채용시,서울 용산구,경력 3~8년,대졸↑,정규직,,"GCP, 모델링, R, AWS, 데이터마이닝 외 등록일 23/09/12",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46561489&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
시스템 엔지니어 (SE) 경력채용,(주)마티아솔루션,등록일 23/10/06,~ 11/05(일),서울 영등포구,경력 1~3년,학력무관,정규직,,"GCP, SE(시스템엔지니어), AWS, Azure, Linux 외 등록일 23/10/06",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46712549&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
Hybrid&AI Platform Cloud (Architect/Developer/Engineer) 채용,메가존클라우드(주),수정일 23/10/06,~ 12/03(일),서울 강남구,경력무관,학력무관,정규직,,"GCP, Python, 기술영업, VMware, IaaS 외 수정일 23/10/06",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46678137&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
[티피엠엔] Java 기반 광고 플랫폼 서비스 개발자 채용,(주)티피엠엔,수정일 22/11/02,상시채용,서울전체,경력 4~6년,학력무관,정규직,,"GCP, Redis, Spring, SpringBoot, SQL 외 수정일 22/11/02",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42181731&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
[리디] 데이터 엔지니어,리디(주),수정일 23/07/13,상시채용,서울 강남구,경력 2~10년,학력무관,정규직,,"GCP, SQL, Python, Scala, SE(시스템엔지니어) 외 수정일 23/07/13",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46103719&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
개발 본부 리더 (개발자),(주)마이뮤직테이스트,등록일 23/08/08,상시채용,서울 강남구,경력 5~10년,학력무관,정규직,,"GCP, SQL, Python, AWS, 클라우드 외 등록일 23/08/08",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46317030&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
[연구개발 SW EV팀] 백엔드 엔지니어,(주)크로커스,수정일 23/07/10,상시채용,서울 강남구,경력 2~10년,학력무관,정규직,,"GCP, 아키텍쳐, Kafka, RDBMS, MongoDB 외 수정일 23/07/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45704469&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
2023년 하반기 Firmware/Chip 엔지니어 신입 및 경력 채용,(주)위즈네트,수정일 23/08/31,~ 10/30(월),경기 성남시 분당구,신입·경력,학력무관,정규직,"3,600 만원","GCP, FPGA, Python, H/W, R 외 수정일 23/08/31",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46479711&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
[인텔리전스랩스] 미디어개발팀 백엔드 개발자 (Java),(주)넥슨,등록일 23/08/16,채용시,경기 성남시 분당구,경력3년↑,학력무관,정규직,,"GCP, Spring, Python, API, SE(시스템엔지니어) 외 등록일 23/08/16",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46365135&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
WAS 엔지니어 채용,데이터플로,등록일 23/10/10,~ 11/09(목),서울 강남구,경력무관,학력무관,정규직·계약직,"10,000 만원","GCP, PaaS, Kubernetes, AWS, 클라우드 외 등록일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46731647&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
[IT] 프론트엔트 SW개발 (클라우드 전자차트),(주)덴티움,수정일 23/04/10,상시채용,경기전체,경력 1~6년,대졸↑,정규직,,"GCP, HTML5, CSS3, R, Git 외 수정일 23/04/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44097636&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
데이터베이스 관리자 (DBA),(주)키다리스튜디오,수정일 23/09/26,상시채용,서울 성동구,경력 7~15년,대졸↑,정규직,,"GCP, DBMS, AWS, MySQL, 클라우드 외 수정일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46406343&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
[이노그리드] R&D개발센터 cmp솔루션팀 경력 채용,(주)이노그리드,수정일 23/10/04,~ 10/31(화),서울 중구,경력2년↑,학력무관,정규직,,"RestAPI, API, VMware, Kafka, R 외 수정일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46678812&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
IT 인프라(서버/네트웍/보안) 분야별 모집,(주)에이에스티홀딩스,수정일 23/10/10,~ 11/24(금),경기 수원시 영통구,경력무관,학력무관,정규직,,"GCP, 메타버스, 아키텍쳐, Redis, Apache 외 수정일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46650659&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
[웹소설의 시작 조아라] PHP 백엔드 개발자 채용,(주)조아라,수정일 23/10/11,~ 10/31(화),서울전체,경력 2~15년,학력무관,정규직,,"GCP, 유지보수, Spring, SpringBoot, SQL 외 수정일 23/10/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46707227&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
"[LG그룹]DW 데이터엔지니어, SAP BW, SAP SAC 경력 채용",(주)비즈테크아이,등록일 23/09/21,~ 10/21(토),서울 마포구,경력3년↑,초대졸↑,정규직·계약직,,"GCP, ETL, SQL, Python, OLAP 외 등록일 23/09/21",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46629593&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
"VDI,HashiCorp 기술전문가(VDI Engineer, DevOps, Sales 등)",메가존클라우드(주),등록일 23/09/12,~ 11/11(토),서울 강남구,경력,학력무관,정규직,,"GCP, 아키텍쳐, Windows, VDI, VMware 외 등록일 23/09/12",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46560776&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
[Web Software Engineer] 웹 소프트웨어 엔지니어,(주)라인월드,수정일 23/09/07,채용시,대전 유성구,경력무관,대졸↑,정규직,,"GCP, 유지보수, Spring, Python, MariaDB 외 수정일 23/09/07",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46421390&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
Senior Backend Engineer,머큐리프로젝트(주),수정일 23/09/18,~ 10/17(화),서울 강남구,경력,대졸↑,정규직,,"AWS, 백엔드/서버개발, API, 광고대행사 수정일 23/09/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46601864&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
Data Engineer,디플래닉스(주),등록일 23/08/09,상시채용,서울 서초구,경력 3~8년,학력무관,정규직,,"GCP, SQL, Python, API, Apache 외 등록일 23/08/09",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46323332&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
DBA,(주)쏘카,수정일 23/09/26,상시채용,서울 성동구,경력 5~15년,학력무관,정규직,,"GCP, SQL, MariaDB, RDBMS, 모델링 외 수정일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46656194&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
[버즈앤비] Full Stack 개발자 (3년 이상),버즈앤비(주),수정일 23/08/18,상시채용,서울 강남구,경력 3~5년,초대졸↑,정규직,,"GCP, SE(시스템엔지니어), MongoDB, Git, Kubernetes 외 수정일 23/08/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42457571&location=ts&searchword=gcp&searchType=search&paid_fl=n&search_uuid=a59381f0-644c-439a-a9c5-b0e8d9ba14e3
