공고명,회사명,등록일,지원마감일,근무지역,경력,학력,근무형태,"급여(월급,연봉)",직무분야,링크
소프트웨어 개발 (신입/경력)모집,(주)케이벨,등록일 23/09/19,~ 11/18(토),대전 유성구,신입·경력,대졸↑,정규직,,"임베디드, H/W, S/W, 정보통신, 펌웨어 외 등록일 23/09/19",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46610519&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
웹디자인 퍼블리싱 가능한 분,(주)제이앤케이사이언스,등록일 23/09/29,~ 11/28(화),서울 서초구,경력 1~7년,학력무관,정규직,,"퍼블리셔, 웹표준·웹접근성, 영상편집, 배너디자인, 영상디자인 외 등록일 23/09/29",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46670274&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[클루커스] AI Engineer 모집,(주)클루커스,수정일 23/09/27,상시채용,서울 강남구,경력2년↑,학력무관,정규직,,"AI(인공지능), 컴퓨터비전, 클라우드, Python, R 외 수정일 23/09/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46532915&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
AI 엔지니어 모집,(주)퀀타매트릭스,수정일 23/09/26,~ 10/31(화),서울전체,경력 3~8년,대졸↑,정규직,,"데이터분석가, 빅데이터, 딥러닝, 머신러닝, 블록체인 외 수정일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46584075&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[환경 위해성] 신입 석사 연구원/ 병역특례 전문연구요원 모집,이에이치알앤씨(주),등록일 23/09/12,상시채용,인천 서구,경력무관,석사↑,정규직,,"데이터라벨링, 연구원, R&D, 환경오염, R 외 등록일 23/09/12",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46561754&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
"Python, ASP.Net, C# 개발자 모집",(주)디에스솔루션즈,수정일 23/10/10,~ 10/28(토),서울 서초구,경력무관,초대졸↑,정규직,,".NET, ASP.NET, C#, MSSQL, Python 외 수정일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46460420&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
서울대/평일/계약직 2개월/데이터 정리,렉스소프트(주),등록일 23/09/21,~ 10/21(토),서울 관악구,경력무관,초대졸↑,계약직,,"기술지원, Python, R, 소프트웨어개발 등록일 23/09/21",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46629239&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
BI / NGS 파이프라인 개발자 경력 수시채용,지니너스(주),수정일 23/08/29,채용시,서울 송파구,경력5년↑,대졸↑,정규직,,"알고리즘, Python, 생명과학, 유전자, 제약/바이오 외 수정일 23/08/29",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46458867&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
데이터분석 플랫폼 솔루션 엔지니어 채용,쿤텍(주),수정일 23/09/11,~ 10/28(토),경기 성남시 수정구,경력 3~15년,학력무관,정규직,,"데이터엔지니어, 빅데이터, 기술지원, 솔루션, 클라우드 외 수정일 23/09/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46459850&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
Senior Data Scientist,(주)카비,수정일 23/08/18,상시채용,서울전체,경력 3~10년,석사↑,정규직,,"데이터분석가, 데이터시각화, 데이터마이닝, 빅데이터, 백엔드/서버개발 외 수정일 23/08/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45736283&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
Data Scientist 리더급 (책임급) - 최고 대기업,(주)피플케어코리아,등록일 23/10/11,~ 11/10(금),서울 영등포구,경력7년↑,대졸↑,정규직,,"데이터분석가, 데이터마이닝, 빅데이터, 네트워크, 머신러닝 외 등록일 23/10/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46732557&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
Senior SW Engineer (Full Stack),가레트모션코리아(유),등록일 23/10/11,채용시,서울 서초구,경력5년↑,대졸↑,정규직,,"ICT컨설팅, 임베디드, 펌웨어, .NET, C# 외 등록일 23/10/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46735755&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[티사이언티픽] 인프라 서비스 운영 관제 채용,(주)티사이언티픽,등록일 23/10/06,~ 10/17(화),서울 동작구,신입·경력,고졸↑,정규직,"2,800 이상 (면접 후 협의)","OracleDB, 백엔드/서버개발, SI개발, 인프라, DBMS 외 등록일 23/10/06",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46706437&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[티사이언티픽] JAVA 개발자 경력직 채용(팀원급),(주)티사이언티픽,수정일 23/10/06,오늘마감,서울 동작구,경력 4~19년,대졸↑,정규직,,"RDBMS, 백엔드/서버개발, SI개발, 인프라, DBMS 외 수정일 23/10/06",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46588843&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[티사이언티픽] 서버 구축 엔지니어(TA) 경력 채용 - 상암,(주)티사이언티픽,수정일 23/10/10,~ 10/17(화),서울 마포구,경력 8~15년,초대졸↑,정규직,,"백엔드/서버개발, SE(시스템엔지니어), SI개발, 클라우드, 아키텍쳐 외 수정일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46706611&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
솔루션 컨설턴트,(주)와이즈넛,등록일 23/06/27,상시채용,경기전체,경력 5~20년,학력무관,정규직,,"웹개발, 머신러닝, 알고리즘, Java, Spring 외 등록일 23/06/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46014426&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
백엔드 개발자 모집,키네마스터 주식회사,수정일 23/10/05,채용시,서울 서초구,경력3년↑,학력무관,정규직,,"클라우드, Apache, AWS, Azure, Docker 외 수정일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46523698&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
JR0249028 Engineering Validation Technician (Open),(주)인텔코리아,수정일 23/09/21,~ 10/21(토),서울 강남구,경력,석사↑,정규직,,"H/W, S/W, Linux, Python, 통신 외 수정일 23/09/21",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46630061&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[티사이언티픽] 서버 구축 엔지니어(TA) 경력 채용 - 안양,(주)티사이언티픽,수정일 23/10/10,오늘마감,경기 안양시 만안구,경력5년↑,초대졸↑,정규직,,"백엔드/서버개발, SE(시스템엔지니어), SI개발, 클라우드, 아키텍쳐 외 수정일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46706768&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[KT NexR] Data Scientist 채용,(주)케이티넥스알,수정일 23/06/27,상시채용,서울전체,경력 4~10년,대졸↑,정규직,,"데이터엔지니어, 데이터분석가, 데이터시각화, 데이터마이닝, 빅데이터 외 수정일 23/06/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44223623&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[윌로그] 데이터 분석가(Data Analyst) 경력직 채용,주식회사 윌로그,수정일 23/09/15,상시채용,서울 강남구,경력3년↑,학력무관,정규직,,"데이터엔지니어, 데이터분석가, 빅데이터, 데이터분석, IoT 외 수정일 23/09/15",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46535318&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[MOLOCO] Staff Software Engineer,(주)몰로코,등록일 23/09/12,상시채용,서울 강남구,경력 10~20년,대졸↑,정규직,,"데이터시각화, 데이터마이닝, 빅데이터, 백엔드/서버개발, 웹개발 외 등록일 23/09/12",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46560090&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[MOLOCO] Senior Site Reliability Engineer,(주)몰로코,등록일 23/09/12,상시채용,서울 강남구,경력 6~10년,대졸↑,정규직,,"백엔드/서버개발, 웹개발, SE(시스템엔지니어), 인프라, DevOps 외 등록일 23/09/12",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46560133&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[MOLOCO] Senior Staff Software Engineer,(주)몰로코,등록일 23/09/12,상시채용,서울 강남구,경력 15~20년,대졸↑,정규직,,"백엔드/서버개발, 웹개발, 프론트엔드, 블록체인, 인프라 외 등록일 23/09/12",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46560023&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
안드로이드 개발자 정규직 신입 채용,디지타이드(주),수정일 22/05/16,상시채용,서울전체,신입·경력,초대졸↑,정규직,,"앱개발, 웹개발, 퍼블리셔, 반응형웹, 웹표준·웹접근성 외 수정일 22/05/16",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41544278&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[Kenvue Korea] Data Analytics Specialist,한국존슨앤드존슨판매(유),등록일 23/09/12,채용시,서울 용산구,경력 3~8년,대졸↑,정규직,,"데이터마이닝, 모델링, ETL, AWS, GCP 외 등록일 23/09/12",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46561489&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
AI 개발자,(주)유비씨,수정일 23/09/11,상시채용,경기전체,경력 3~15년,학력무관,정규직,,"데이터분석가, 빅데이터, 딥러닝, 머신러닝, 블록체인 외 수정일 23/09/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45742332&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[주4.5일] AI 개발자 모십니다.,(주)유비씨,등록일 23/09/05,~ 11/04(토),경력 3~20년,대졸↑,정규직,,,"딥러닝, Azure, Docker, Keras, Linux 외 등록일 23/09/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46511720&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
서버/백엔드 개발자 정규직 경력 채용,디지타이드(주),수정일 22/05/16,상시채용,서울전체,경력 4~10년,초대졸↑,정규직,,"백엔드/서버개발, 웹개발, SE(시스템엔지니어), C++, C언어 외 수정일 22/05/16",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41544346&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
안드로이드 개발자 정규직 경력 채용,디지타이드(주),등록일 23/06/30,상시채용,서울 종로구,경력 3~5년,초대졸↑,정규직,,"앱개발, 웹개발, 퍼블리셔, 반응형웹, 웹표준·웹접근성 외 등록일 23/06/30",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46041054&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
Computer Vision Engineer,(주)데이터디자인엔지니어링,등록일 23/09/18,~ 11/17(금),서울 구로구,경력무관,대졸↑,정규직,,"데이터엔지니어, 빅데이터, 백엔드/서버개발, 딥러닝, 머신러닝 외 등록일 23/09/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46603835&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
API 서버 개발 경력 채용,지에스커넥트(주),수정일 23/10/05,상시채용,서울 서초구,경력 3~10년,학력무관,정규직,,"백엔드/서버개발, 웹개발, SE(시스템엔지니어), 인프라, 클라우드 외 수정일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45446765&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[예비유니콘기업/아이메디신] 개발팀 총괄 PM 채용,(주)아이메디신,수정일 23/09/15,내일마감,서울 강남구,경력 10~17년,초대졸↑,정규직,,"백엔드/서버개발, 아키텍쳐, Android, iOS, Java 외 수정일 23/09/15",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46568284&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
통신프로토콜 개발 경력 채용,지에스커넥트(주),수정일 23/10/05,상시채용,서울 서초구,경력 3~10년,학력무관,정규직,,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), 네트워크 외 수정일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45446770&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
Artificial Intelligence Researcher 채용,(주)휴런,등록일 23/09/27,상시채용,서울전체,경력 5~20년,박사,정규직,,"데이터분석가, 빅데이터, 딥러닝, 머신러닝, 블록체인 외 등록일 23/09/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46661898&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
웹 개발자 채용,(주)에셈블,등록일 23/09/11,오늘마감,대전 유성구,경력 5~10년,학력무관,정규직,,"앱개발, 프론트엔드, S/W, Android, Java 외 등록일 23/09/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46549033&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[연구개발 SW EV팀] 전기차 충전기 HMI SW 개발 엔지니어,(주)크로커스,수정일 23/07/10,상시채용,서울 강남구,경력 3~10년,학력무관,정규직,,"SE(시스템엔지니어), 네트워크, 임베디드, H/W, S/W 외 수정일 23/07/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45490637&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[경력] Deep Learning Researcher(얼굴인식),(주)알체라,등록일 23/05/19,상시채용,경기전체,경력 2~5년,초대졸↑,정규직,,"데이터분석가, 빅데이터, 앱개발, SE(시스템엔지니어), 딥러닝 외 등록일 23/05/19",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45743992&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[연구개발 SW EV팀] 백엔드 엔지니어,(주)크로커스,수정일 23/07/10,상시채용,서울 강남구,경력 2~10년,학력무관,정규직,,"데이터엔지니어, 데이터분석가, 데이터시각화, 데이터마이닝, RDBMS 외 수정일 23/07/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45704469&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=e7848cb1-cd2e-4ac7-9bfc-8d50ca3a6925
전기 엔지니어 채용 공고,(주)크로커스,수정일 23/09/15,~ 10/13(금),서울 강남구,경력,초대졸↑,정규직,,"펌웨어, H/W, 솔루션, 소프트웨어개발 수정일 23/09/15",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46576549&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=e7848cb1-cd2e-4ac7-9bfc-8d50ca3a6925
Mind AI - AI Scientist,(주)마인드에이아이,수정일 23/10/05,~ 12/04(월),서울 중구,경력2년↑,대졸↑,정규직,,"NLP(자연어처리), AI(인공지능), Python, 소프트웨어개발 수정일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46696604&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=e7848cb1-cd2e-4ac7-9bfc-8d50ca3a6925
[예비유니콘기업] 백엔드 개발자 5년이상 경력자 채용,(주)아이메디신,수정일 23/09/22,~ 10/13(금),서울 강남구,경력5년↑,고졸↑,정규직,,"백엔드/서버개발, API, Kotlin, Python, TypeScript 외 수정일 23/09/22",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46572863&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=e7848cb1-cd2e-4ac7-9bfc-8d50ca3a6925
프론트엔드 개발자,111퍼센트(주),수정일 23/07/05,상시채용,서울 강남구,경력 5~15년,학력무관,정규직,,"웹개발, 프론트엔드, ECMAScript, Javascript, React 외 수정일 23/07/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46072952&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=e7848cb1-cd2e-4ac7-9bfc-8d50ca3a6925
Platform Service (백엔드 개발/DevOps Engineer 등) 채용,메가존클라우드(주),등록일 23/09/12,~ 11/11(토),서울 강남구,경력,학력무관,정규직,,"데이터엔지니어, 백엔드/서버개발, 웹개발, SE(시스템엔지니어), 솔루션 외 등록일 23/09/12",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46560760&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=e7848cb1-cd2e-4ac7-9bfc-8d50ca3a6925
F/W 엔지니어 채용 공고,(주)크로커스,수정일 23/09/15,~ 10/13(금),서울 강남구,경력,대졸↑,정규직,,"펌웨어, H/W, 솔루션, 소프트웨어개발 수정일 23/09/15",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46576634&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=e7848cb1-cd2e-4ac7-9bfc-8d50ca3a6925
[Grid팀] F/W 엔지니어,(주)크로커스,등록일 23/09/26,상시채용,서울 강남구,경력 1~10년,대졸↑,정규직,,"임베디드, 펌웨어, H/W, 임베디드리눅스, 펌웨어 외 등록일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46659056&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=e7848cb1-cd2e-4ac7-9bfc-8d50ca3a6925
ML Engineer,(주)크립토랩,수정일 23/06/27,상시채용,서울 관악구,경력 2~8년,석사↑,정규직,,"데이터분석가, 빅데이터, 웹개발, SE(시스템엔지니어), 딥러닝 외 수정일 23/06/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45984467&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=e7848cb1-cd2e-4ac7-9bfc-8d50ca3a6925
프론트엔드 개발자,(주)메디픽셀,등록일 23/04/25,상시채용,서울 강남구,경력 3~10년,대졸↑,정규직,,"빅데이터, 웹개발, 퍼블리셔, 프론트엔드, 반응형웹 외 등록일 23/04/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45573327&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=e7848cb1-cd2e-4ac7-9bfc-8d50ca3a6925
설비 집중화 모니터링 기술 개발 5년 이상,(주)코리아휴먼리소시스,등록일 23/10/06,~ 10/15(일),경기 수원시 권선구,경력5년↑,대졸↑,정규직,,"C#, C++, C언어, Python, 알고리즘 외 등록일 23/10/06",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46713794&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=e7848cb1-cd2e-4ac7-9bfc-8d50ca3a6925
Engineering Manager,(유)미소,수정일 23/09/15,상시채용,서울 종로구,경력 7~15년,학력무관,정규직,,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), 블록체인 외 수정일 23/09/15",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46591977&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=e7848cb1-cd2e-4ac7-9bfc-8d50ca3a6925
