공고명,회사명,등록일,지원마감일,근무지역,경력,학력,근무형태,"급여(월급,연봉)",직무분야,링크
[NHN] 페이코 서비스 데이터 사이언티스트,엔에이치엔(주),수정일 23/09/11,채용시,경기 성남시 분당구,경력2년↑,학력무관,정규직,,"데이터엔지니어, 데이터분석가, 빅데이터, 데이터분석, 머신러닝 외 수정일 23/09/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46550884&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=3c5befb8-f933-47af-8452-c6a442298dec
[티사이언티픽] 보안시스템 엔지니어 (신입/경력),(주)티사이언티픽,수정일 23/10/04,오늘마감,서울 동작구,경력무관,초대졸↑,정규직,,"정보보안, 네트워크, 방화벽, 보안관제, 유지보수 외 수정일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46589779&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=3c5befb8-f933-47af-8452-c6a442298dec
[티사이언티픽] 인프라 서비스 운영 관제 채용 - 상암,(주)티사이언티픽,등록일 23/10/06,~ 10/17(화),서울 마포구,신입·경력,고졸↑,정규직,"2,800 이상 (면접 후 협의)","OracleDB, 백엔드/서버개발, SI개발, 인프라, DBMS 외 등록일 23/10/06",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46706354&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=3c5befb8-f933-47af-8452-c6a442298dec
프론트엔드 개발자 모집,키네마스터 주식회사,등록일 23/10/10,~ 11/09(목),서울 서초구,경력2년↑,학력무관,정규직,,"프론트엔드, API, DevOps, AWS, CSS 외 등록일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46721520&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=3c5befb8-f933-47af-8452-c6a442298dec
[싸이버원] 보안관제 신입/경력 채용,(주)싸이버원,수정일 23/09/14,~ 10/13(금),서울 서초구,경력무관,학력무관,정규직,,"데이터엔지니어, 기술지원, 유지보수, 정보보안, IT컨설팅 외 수정일 23/09/14",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46350296&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=3c5befb8-f933-47af-8452-c6a442298dec
[쿠캣] 이커머스 개발자(백엔드/프론트엔드) 상시모집,(주)쿠캣,등록일 23/09/04,상시채용,서울 강남구,경력2년↑,학력무관,정규직,,"RDBMS, 백엔드/서버개발, 프론트엔드, 네트워크, 알고리즘 외 등록일 23/09/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46502014&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=3c5befb8-f933-47af-8452-c6a442298dec
[경력무관/계약직] 산불감시 시스템 운영자,(주)알체라,등록일 23/09/18,~ 10/18(수),경기 성남시 분당구,경력무관,학력무관,계약직,,"데이터라벨링, 보안관제, 소프트웨어개발 등록일 23/09/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46606686&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=3c5befb8-f933-47af-8452-c6a442298dec
인공지능 개발자 신입 및 경력직 채용,(주)에셈블,등록일 23/10/04,~ 11/03(금),대전 유성구,경력무관,대졸↑,정규직,,"데이터분석가, AI(인공지능), C#, Java, Kotlin 외 등록일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46682701&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
데이터 분석팀 채용,(주)플렉싱크,등록일 23/09/25,~ 10/25(수),제주 제주시,경력,대졸↑,정규직,,"데이터분석가, 빅데이터, 데이터분석, 통계/분석, 모델링 외 등록일 23/09/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46651841&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[경력무관/계약직] 산불감시 시스템 운영자,(주)알체라,등록일 23/09/18,~ 10/18(수),경기 성남시 분당구,경력무관,학력무관,계약직,,"데이터라벨링, 보안관제, 소프트웨어개발 등록일 23/09/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46606686&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
AI Vision Engineer,(주)알지에이아이엔씨,수정일 23/09/11,상시채용,서울 서초구,신입·경력,대졸↑,정규직,,"데이터분석가, 빅데이터, 딥러닝, 머신러닝, 블록체인 외 수정일 23/09/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46037224&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[eMoldino] DevOps,(주)이몰디노,등록일 23/09/19,상시채용,서울 중구,경력 1~5년,대졸↑,정규직,,"DBA, 백엔드/서버개발, 웹개발, SE(시스템엔지니어), 인프라 외 등록일 23/09/19",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46616029&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[miso] Back-end Developer,(유)미소,수정일 23/08/24,상시채용,서울 종로구,경력 1~10년,학력무관,정규직,,"백엔드/서버개발, 웹개발, 프론트엔드, 블록체인, 인프라 외 수정일 23/08/24",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46424936&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
"[Tesla] Service Systems&Data Analysis Manager, Seoul, Korea",테슬라코리아(유),등록일 23/09/27,~ 10/15(일),서울 강남구,경력5년↑,대졸↑,정규직,,"데이터분석가, 데이터시각화, 데이터마이닝, 데이터분석, Tableau 외 등록일 23/09/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46661379&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
디지털트윈 Business Analyst 모집,(주)네비웍스,수정일 23/10/10,~ 11/08(수),경기 안양시 동안구,신입·경력,대졸↑,정규직,,"문서작성, 사무행정, 서류관리, 인/허가, 애널리스트 수정일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46721574&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
"[연구개발] 신약개발 AI, 신약개발 Bioinformatics",(재)목암생명과학연구소,수정일 23/09/22,상시채용,서울 서초구,경력무관,석사↑,정규직,,"제약/바이오, 연구원, 바이오 수정일 23/09/22",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46619727&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[MD 직군 채용공고] 온라인MD/상품 기획 MD/자사몰 영업 MD/플랫,(주)제이앤케이사이언스,등록일 23/09/29,~ 11/28(화),서울 서초구,경력 1~7년,학력무관,정규직,,"영업MD, 기획MD, 브랜드MD, 영업MD, 온라인MD 외 등록일 23/09/29",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46670273&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
데이터사이언티스트& 조직·인사 경영컨설턴트 모집[주4일근무],(주)라이언앤코,수정일 23/10/04,상시채용,서울 강남구,신입·경력,대졸↑,정규직,,"HR컨설팅, 컨설턴트, 경영컨설팅, 인사, 교육기획 외 수정일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46451929&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[패스트캠퍼스] [신입/경력] 온라인 교육사업 프로젝트 매니저,데이원컴퍼니(주),수정일 23/09/26,~ 11/18(토),서울 강남구,경력무관,학력무관,정규직,,"교육기획, 교육운영, 교육컨텐츠기획, 상품기획, 기획 외 수정일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46611258&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
메디컬 기술 연구 개발 신입/경력 채용,니어브레인,수정일 23/10/05,~ 10/31(화),서울 강남구,경력무관,석사↑,정규직,,"기술연구, 소프트웨어개발 수정일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46678666&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[㈜메이플미디어] 제작PD 채용,(주)메이플미디어,수정일 23/10/11,채용시,서울 서초구,경력3년↑,학력무관,정규직,,"PD/AD/FD, 미디어플래너, 영상제작, 영상편집, 유튜브 외 수정일 23/10/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46512643&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[㈜메이플미디어] 영상편집자 채용,(주)메이플미디어,수정일 23/10/11,채용시,서울 서초구,경력3년↑,학력무관,정규직,,"PD/AD/FD, 미디어플래너, 영상제작, 영상편집, 파이널컷 외 수정일 23/10/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46512678&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
Global Regulatory SDS Authoring Expert (물질안전보건자료),머크(주),등록일 23/09/27,채용시,서울 강남구,경력2년↑,대졸↑,정규직,,"RA, 생명과학, 반도체, 반도체, LCD 외 등록일 23/09/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46666370&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
"Marketing Manager (Endo, 성장호르몬 / 5년 이상)",머크(주),등록일 23/10/04,채용시,서울 강남구,경력 5~15년,대졸↑,정규직,,"마케팅기획, 마케팅전략, 마케팅기획, 마케팅, 바이오 외 등록일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46690705&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[Entegris] Application Engineer,인테그리스코리아(주),수정일 23/09/21,~ 10/14(토),경기 수원시 영통구,경력 8~13년,대졸↑,정규직,,"기계판매, B2B, 고분자, 미생물, 분자진단 외 수정일 23/09/21",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46581734&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[Entegris] Sr.Technology development engineer (CMP),인테그리스코리아(주),등록일 23/09/14,~ 10/14(토),경기 수원시 영통구,경력 4~10년,대졸↑,정규직,,"기계판매, B2B, 고분자, 미생물, 분자진단 외 등록일 23/09/14",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46581870&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
EPS Manager 채용,(주)에실로코리아,수정일 23/10/05,~ 11/03(금),서울 마포구,경력,초대졸↑,정규직,,"안경사, 광학/렌즈, 제조, 정밀광학, 발광다이오드 수정일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46694454&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[티사이언티픽] 경영기획팀 총무담당 채용,(주)티사이언티픽,수정일 23/10/11,~ 10/17(화),서울 동작구,경력1년↑,초대졸↑,정규직,,"총무, 비품관리, 사무행정, 자산관리, 경영지원 외 수정일 23/10/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46730985&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
"Quality Engineer (평택, 반도체/화학 소재)",버슘머트리얼즈에스피씨코리아(유),등록일 23/09/18,채용시,경기 평택시,경력 3~8년,대졸↑,정규직,,"QA, QC, 품질관리, 반도체, 디스플레이 외 등록일 23/09/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46606326&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[인피니언파워세미텍]1yr Internship-Unit Process Engineering,인피니언테크놀로지스파워세미텍(주),등록일 23/10/05,~ 12/04(월),충남 천안시 동남구,경력무관,대졸↑,인턴직,,"기술엔지니어, 반도체, 반도체 등록일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46700621&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[한국얀센] Sr. Medical Science Liaison (MSL)-Immunology,(주)한국존슨앤드존슨,등록일 23/10/10,채용시,서울 용산구,경력3년↑,대졸↑,정규직,,"제약/바이오, R&D, MSL, 제약의사, 의약·제약 외 등록일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46731430&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[정규직/영등포/외국계본사] 각 부문 경력사원 채용,(주)에이젝코리아,수정일 23/09/20,~ 10/20(금),서울 영등포구,경력무관,대졸↑,정규직,,"기술영업, IT영업, 영업, 엔지니어, 헤드헌팅 외 수정일 23/09/20",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46621084&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[브랜드 스타트업] 마케팅/브랜딩 3개월 계약직/인턴 채용,(주)온누리아이코리아,등록일 23/09/26,채용시,서울 강남구,경력무관,학력무관,계약직·인턴직,"10,000 원","브랜드MD, 온라인MD, 매출관리, 브랜드기획, 상품관리 외 등록일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46654978&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[브랜드 스타트업] 마케팅/브랜딩 단기 계약직/인턴 채용,(주)온누리아이코리아,수정일 23/09/14,채용시,서울 강남구,경력무관,학력무관,계약직·인턴직,"10,000 원","브랜드MD, 온라인MD, 매출관리, 브랜드기획, 상품관리 외 수정일 23/09/14",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46580675&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
경영기획 경력 채용,(주)오래온라이프사이언스,등록일 23/09/11,오늘마감,서울 송파구,경력5년↑,대졸↑,정규직,,"감사, AICPA, CFA, CFO, IR/공시 외 등록일 23/09/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46554348&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
경영컨설팅 PM급 경력직 채용 [주 4일 근무제 도입 회사],(주)라이언앤코,수정일 23/10/04,상시채용,서울 강남구,경력 5~20년,대졸↑,정규직·기간제,"10,000 만원","HR컨설팅, 컨설턴트, 경영컨설팅, 인사, 컨설팅 외 수정일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46451974&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
콘텐츠 PD 경력사원 채용 - 정규직,(주)팀폴리매스,수정일 23/10/05,~ 11/04(토),서울 서초구,경력1년↑,학력무관,정규직,,"PD/AD/FD, 유튜브, 영상제작, 컨텐츠제공, 인터넷방송 외 수정일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46700066&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[인턴] 경영컨설턴트 모집 [주 4일 근무제 도입 회사],(주)라이언앤코,수정일 23/10/05,상시채용,서울 강남구,신입,대졸↑,계약직·인턴직,,"HR컨설팅, 컨설턴트, 경영컨설팅, 인사, 컨설팅 외 수정일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46451886&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
온라인 SNS 마케팅·홍보 경력직 채용,(주)제이에이치사이언스,등록일 23/08/21,채용시,대구 중구,신입·경력,학력무관,정규직,,"마케팅기획, SNS마케팅, 콘텐츠기획, 광고마케팅, 바이럴마케팅 외 등록일 23/08/21",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46395785&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
웹디자인 정규직 채용합니다 - 학력/경력 무관,폼소프트,등록일 23/10/04,~ 11/03(금),부산 해운대구,경력무관,학력무관,정규직,,"웹디자인, 일러스트, HTML, 소프트웨어개발 등록일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46681974&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[닥터자르트] Indirect Procurement Specialist (IP 담당자),해브앤비(유),수정일 23/10/11,채용시,서울 강남구,경력 5~5년,대졸↑,정규직,,"구매관리, SCM, 구매, 내자구매, 화장품 외 수정일 23/10/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46725150&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[더스크랙] 실력있는 기업에서 함께 성장할 디자이너를 모십니다,(주)더스크랙,수정일 23/09/27,~ 10/20(금),서울 강서구,경력 2~6년,학력무관,정규직,"3,400 만원","영상디자이너, 광고디자인, 그래픽디자인, 디지털디자인, 배너디자인 외 수정일 23/09/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46620561&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
그루비사업부 클라우드 엔지니어,(주)플래티어,수정일 23/07/25,상시채용,서울전체,경력 2~10년,학력무관,정규직,,"백엔드/서버개발, 웹개발, SE(시스템엔지니어), 인프라, 클라우드 외 수정일 23/07/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45631291&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[에너지IT기업 해줌] 데이터사이언티스트,(주)해줌,수정일 23/09/11,상시채용,서울전체,경력 3~20년,초대졸↑,정규직,,"데이터분석가, 빅데이터, 딥러닝, 머신러닝, 블록체인 외 수정일 23/09/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45121023&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[에너지IT기업 해줌] 프론트엔드 개발 팀장,(주)해줌,수정일 23/09/11,상시채용,서울전체,경력 7~20년,초대졸↑,정규직,,"웹개발, 퍼블리셔, 프론트엔드, 반응형웹, 웹표준·웹접근성 외 수정일 23/09/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44478151&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
[에너지IT기업 해줌]빌링(정산) 개발,(주)해줌,수정일 23/09/11,상시채용,서울전체,경력 2~20년,초대졸↑,정규직,,"DBA, OracleDB, RDBMS, 백엔드/서버개발, 웹개발 외 수정일 23/09/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45120981&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
Data Scientist - 마케팅 믹스 최적화 Task,콘센트릭스서비스코리아(유),수정일 23/09/26,~ 10/26(목),서울 용산구,경력 2~15년,학력무관,정규직,,"데이터분석가, 데이터분석, 머신러닝, 솔루션, 클라우드 외 수정일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46654506&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=015238a9-98da-4279-a338-eae37c2e2dbb
코스닥 상장 ㈜플래티어 그루비사업부 클라우드엔지니어 채용,(주)플래티어,등록일 23/08/23,상시채용,서울 송파구,경력 2~6년,초대졸↑,정규직,,"데이터분석가, 빅데이터, AWS, Git, Java 외 등록일 23/08/23",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46423825&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
[신입/경력] AI Developer 채용합니다,(주)알에스엔,수정일 23/08/28,~ 10/24(화),경기 고양시 일산서구,경력무관,학력무관,정규직,,"데이터엔지니어, 딥러닝, 머신러닝, AI(인공지능), Python 외 수정일 23/08/28",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46435682&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=667da69b-ba8f-4314-b552-852e12475d6c
