공고명,회사명,등록일,지원마감일,근무지역,경력,학력,근무형태,"급여(월급,연봉)",직무분야,링크
[재택가능] 2023년 하반기 해외사업부 MD/AMD 경력자 채용,(주)다봄씨엔에스,수정일 23/09/20,채용시,경기 남양주시,경력2년↑,초대졸↑,정규직·계약직,,"해외영업, B2B, B2C, 온라인영업, 해외영업관리 외 수정일 23/09/20",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46480785&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
레뱅 (남부권) 와인 판매매니저 정규직 채용,(주)레뱅,수정일 23/10/11,채용시,서울 서초구,경력무관,학력무관,정규직·아르바이트,,"판매직, 매장관리, 매장매니저, 소믈리에, 카페매니저 외 수정일 23/10/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46383824&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
(주)테일러팜스 식품영업 담당자(사원/대리) 모집공고,(주)테일러팜스,수정일 23/10/10,채용시,서울 강남구,경력 1~5년,대졸↑,정규직,,"영업관리, 영업직, 식품/음료영업, B2B, B2C 외 수정일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46408424&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
(씨에스알와인) 무역 및 브랜드관리 경력 채용,씨에스알와인 주식회사,등록일 23/08/29,~ 10/28(토),서울 강남구,경력무관,대졸↑,정규직,,"무역거래, 브랜드관리, 브랜드기획, 브랜드런칭, 백화점 외 등록일 23/08/29",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46461607&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
경영기획본부 해외법인팀 채용,(주)와이지-원,등록일 23/10/04,~ 11/12(일),인천 연수구,경력무관,대졸↑,정규직,,"해외법인관리, 금속, 금속재료, 신소재 등록일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46682460&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
[아코르호텔] 이비스3사 인사 교육 담당자 (L&D) 채용,(주)앰배스텔 이비스 앰배서더 명동,등록일 23/08/30,상시채용,서울 강남구,경력3년↑,초대졸↑,계약직,,"HRD, 법정의무교육, 인사교육, 호텔리어, 인사 외 등록일 23/08/30",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46469711&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
[컨설팅/컨설턴트] WMS Consultant,로버트월터스코리아(주),등록일 23/09/26,오늘마감,서울 중구,경력,대졸↑,정규직,,"경영컨설팅, 컨설턴트, 물류업 등록일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46655809&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
"[신입] 교육 운영 및 사무보조, 경영지원 신입사원 채용",(주)라라클래스,수정일 23/09/26,~ 11/18(토),서울 영등포구,신입,학력무관,정규직,,"사무직, 사무보조, 경영지원, 학습상담, 상담센터 외 수정일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46611935&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
사업부문(기획/영업/인사/총무) 신입/경력 모집,프리시젼바이오(주),수정일 23/09/19,~ 10/15(일),서울 서초구,경력2년↑,고졸↑,정규직,,"시설관리, 경영지원, 채용담당자, 급여(Payroll), 면접/인터뷰 외 수정일 23/09/19",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46591683&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
[페이스팩토리] 매출핵심 [온라인영업 브랜드MD] 모집,(주)큐비스트,수정일 23/09/20,~ 10/20(금),서울 강남구,경력 2~10년,학력무관,정규직,,"영업관리, 영업MD, 가전판매, 건강식품판매, 광고영업 외 수정일 23/09/20",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46458545&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
[텐텍(주)] 의료기기 해외영업 무역 신입 또는 경력직 채용,텐텍(주),수정일 23/09/25,~ 11/11(토),서울 강남구,경력무관,학력무관,정규직,,"기술영업, 의료기기영업, 장비영업, 영업, 해외영업 외 수정일 23/09/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46565894&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
[시원스쿨] 학원 실장/원장 채용,(주)에스제이더블유인터내셔널,수정일 23/09/18,~ 10/18(수),서울 영등포구,경력 10~20년,대졸↑,정규직,,"매출관리, 마케팅기획, 어학원, 영어, 마케팅 외 수정일 23/09/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46603542&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
(주)유투바이오 경영지원실 영업관리팀 채용,(주)유투바이오,등록일 23/09/18,~ 10/18(수),서울 송파구,경력무관,대졸↑,정규직,,"영업관리, 거래처관리, 매출관리, 실적관리, 소프트웨어개발 등록일 23/09/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46597197&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
"[GmoneyTrans] Marketing, CS (D, F VISAs preferred)",지머니트랜스(주),수정일 23/09/18,~ 10/18(수),서울 종로구,경력무관,대졸↑,정규직·계약직,,"고객관리, 고객응대, SNS마케팅, 온라인마케팅, CS 외 수정일 23/09/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46604760&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
(주)삼보첨단소재 인사팀(경력직) 채용,(주)삼보첨단소재,등록일 23/09/25,~ 10/25(수),대구 달서구,경력,대졸↑,정규직,,"총무, 경영지원, ER(노무관리), HRD, HRM 외 등록일 23/09/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46646365&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
기구설계 신입/경력 정규직 채용,코닉오토메이션(주),수정일 23/09/21,~ 10/15(일),경기 화성시,신입·경력,대졸↑,정규직,,"기계조작원, 기계설계, 기구설계, 자동화설계, 2D설계 외 수정일 23/09/21",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46591369&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
(주)동양/건설부문 현장 계약직 사원 모집,(주)동양,등록일 23/09/05,~ 11/04(토),서울 영등포구,경력3년↑,초대졸↑,정규직·계약직,,"경리, 건축기사, 공무, 안전관리자, 토목공사 외 등록일 23/09/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46508994&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
레뱅 디자인 정규직 채용,(주)레뱅,등록일 23/09/18,~ 11/17(금),서울 서초구,경력3년↑,학력무관,정규직,,"그래픽디자인, 디지털디자인, 로고디자인, 모바일디자인, 문구디자인 외 등록일 23/09/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46604023&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=c385f6f8-9c51-4f28-946f-d799728aad18
웹마케팅 (Web Marketing) 채용,르꼬르동블루코리아(주),수정일 23/10/06,~ 11/04(토),서울 용산구,신입·경력,대졸↑,계약직,,"채널관리, 프로모션기획, SNS, 마케팅기획, 마케팅전략 외 수정일 23/10/06",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46711592&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
TVN협력사 스포츠 중계 제작 연출 정규직 채용,(주)앳지글로벌,수정일 23/09/28,~ 10/25(수),서울 마포구,경력무관,초대졸↑,정규직·인턴직,,"PD/AD/FD, 영상제작, 영상편집, 촬영, 유튜브 외 수정일 23/09/28",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46442112&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
싱가포르 창이공항 공항 서비스직 채용,ASEANET MANPOWER CONSULTING PTE. LTD,수정일 23/09/25,~ 10/21(토),아시아·중동 싱가포르,신입,학력무관,정규직,,"고객안내, 고객응대, 공항, 용역업체 수정일 23/09/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46404595&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
한국유미코아촉매(유) 인사팀 경력직 모집,한국유미코아촉매(유),수정일 23/09/20,채용시,인천 연수구,경력3년↑,대졸↑,정규직,,"인사, HRM, 자동차부품 수정일 23/09/20",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46594155&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
(경력무관) 프랑스 파리 현지가이드·포토그래퍼 모집공고,(주)데이트립,수정일 23/09/16,~ 10/15(일),유럽 프랑스,경력무관,학력무관,정규직,,"관광가이드, 포토그래퍼, 촬영, 여행사, 여행사 수정일 23/09/16",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46359516&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
"[유럽] 프랑스 파리 현지가이드, 계약직, 기간제 채용",유럽산책,등록일 23/09/22,채용시,유럽 프랑스,경력무관,초대졸↑,기간제·계약직,,"관광가이드, 여행사 등록일 23/09/22",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46636952&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
[스픽/Speak] Speak CS Operator (영어 가능자 우대),스픽이지랩스코리아(주),수정일 23/09/26,채용시,서울 강남구,경력무관,초대졸↑,계약직,,"고객응대, 고객관리, CS, 인터넷교육 수정일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46660346&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
이탈리아 수입 명품 관련 통·번역 채용,럭스샵,수정일 23/10/07,상시채용,대구 수성구,경력무관,고졸↑,정규직·계약직,,"통/번역, 영어, 의류매장 수정일 23/10/07",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46624536&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
카이로스 2023년 신입사원 수시 채용(포워딩) 사세확장,주식회사 카이로스엘엘씨,등록일 23/10/06,~ 12/05(화),부산 영도구,경력무관,대졸↑,정규직,"3,000 (면접 후 협의)","포워더, 해상무역, 무역영어, 물류관리, 국제물류 외 등록일 23/10/06",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46704708&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
[최대 270만/복지최상] 파이브가이즈 응대/단순조리 스탭 모집,에이스휴먼파워(주),수정일 23/09/12,상시채용,서울 영등포구,경력무관,고졸↑,정규직·계약직,"3,300 만원","캐셔, 판매직, 식품/음료판매, 거래처관리, 고객관리 외 수정일 23/09/12",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46560570&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
[텐텍] 피부과 의료기기 영업직 신입 채용,텐텍(주),수정일 23/09/25,~ 11/04(토),서울 강남구,경력무관,학력무관,정규직,,"기술영업, 의료기기영업, 장비영업, 영업, 영업직 외 수정일 23/09/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46515474&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
자동차프레스금형 해외영업(기술영업) 담당자 모집,신라엔지니어링(주),수정일 23/09/25,~ 10/25(수),충남 아산시,경력무관,대졸↑,정규직,,"해외영업, 해외영업관리, 기술영업, 자동차부품 수정일 23/09/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46648961&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
(주)유투바이오 IT사업부 정규직 채용,(주)유투바이오,수정일 23/09/27,~ 10/20(금),서울 송파구,신입·경력,초대졸↑,정규직,,"앱개발, 웹개발, 기술영업, 거래처관리, 거래처영업 외 수정일 23/09/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46420599&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
유초등 국어 단행본/교재 기획 편집 경력 사원 모집,(주)시사북스,등록일 23/09/21,~ 11/20(월),서울 종로구,경력3년↑,대졸↑,정규직,,"논술/글쓰기, 영어, 일본어, 중국어, 한국어 외 등록일 23/09/21",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46626523&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
[이커머스] 상품 영업 MD 인재 모집 (조직문화우수),클레어,등록일 23/08/17,~ 10/16(월),서울 성북구,경력무관,학력무관,정규직·계약직,,"영업MD, 리테일MD, 바잉MD, 온라인MD, 유통MD 외 등록일 23/08/17",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46375356&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
온라인 매체 광고 마케팅 담당자 채용,(주)아이브코리아,등록일 23/08/21,~ 10/20(금),서울 광진구,경력무관,학력무관,정규직,,"광고영업, 네트워크영업, 영업마케팅, 매체영업, 온라인영업 외 등록일 23/08/21",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46395896&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
[구파발역] 중고등 영어강사님 모십니다.,영어종결센터삼송학원,등록일 23/09/27,~ 11/26(일),서울 은평구,경력무관,대졸↑,정규직·기간제,"270,000 만원","영어, 영어학원 등록일 23/09/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46666559&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
[핀테크] 2023 지머니트랜스 하반기 신입/경력 채용,지머니트랜스(주),등록일 23/10/10,~ 10/20(금),서울 종로구,경력무관,학력무관,정규직·계약직,,"총무, 컴플라이언스, 사무행정, 자산관리, OA 외 등록일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46724926&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
브루클린더버거조인트 2023 경력직 채용,(주)에스씨비에이치,수정일 23/09/27,~ 10/23(월),서울 송파구,경력무관,학력무관,정규직,,"조리사, 주방보조, 홀서빙, 고객응대, 매장관리 외 수정일 23/09/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46426822&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
쇼핑몰 입출고/창고관리/로켓출고 정규직 채용,주식회사라테르,수정일 23/10/05,~ 11/04(토),경기 남양주시,경력무관,학력무관,정규직,,"전동지게차, 지게차, 물류관리, 재고관리, 창고관리 외 수정일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46693499&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
[셈페르엠] 10월 정규직 공채,(주)셈페르엠,등록일 23/10/06,~ 11/05(일),서울 서초구,경력무관,학력무관,정규직,"3,300 만원","기계설계, 기구설계, AutoCAD, CAD, CAM 외 등록일 23/10/06",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46705362&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
[평촌] (주)이즈미디어 메카팀 채용(사원),(주)이즈미디어,수정일 23/08/25,~ 10/20(금),경기 안양시 동안구,신입,학력무관,정규직,,"장비설계, 장비제어, AutoCAD, 생산기술, 회로설계 외 수정일 23/08/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46402948&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
극동물류그룹 기획팀 정규직 인력 채용(대리-과장),(주)국제해양기술,등록일 23/09/19,~ 10/19(목),서울 중구,경력 1~10년,초대졸↑,정규직,,"서무, 문서작성, 사무행정, 자료입력, 자산관리 외 등록일 23/09/19",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46609229&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
게임 번역 회사에서 한국어에서 포르투갈어 정규직/프리랜서,(주)밥게이트,수정일 23/09/14,~ 11/13(월),서울 금천구,경력무관,초대졸↑,정규직·프리랜서,"3,000 (면접 후 협의)","통/번역, 영어, 중국어, 포르투갈어, 게임 수정일 23/09/14",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46583102&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
㈜하나기술 2023년 하반기 각 부문별 직원 채용 공고,(주)하나기술,수정일 23/09/04,~ 10/22(일),경기 용인시,신입·경력,학력무관,정규직,,"정보보안, SE(시스템엔지니어), 네트워크, 인프라, DevOps 외 수정일 23/09/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46211862&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
2023년 농심그룹 대졸 신입/경력사원 채용,(주)농심,수정일 23/10/05,~ 10/19(목),서울 동작구,신입·경력,대졸↑,정규직,,"기업회계, 세무회계, 예산관리, 외부감사, 재무회계 외 수정일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46665643&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
카이로스 2023년 경력사원 수시 채용(포워딩) 사세확장,주식회사 카이로스엘엘씨,등록일 23/10/10,~ 11/09(목),부산 영도구,경력1년↑,대졸↑,정규직,"3,600 만원","포워더, 해상무역, 무역영어, 물류관리, 국제물류 외 등록일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46725768&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
리빙브랜드 마틸라 온라인 MD(입점몰)부문 [경력] 채용,주식회사 더메종,수정일 23/10/11,~ 10/31(화),서울 성동구,경력 2~5년,학력무관,정규직,,"온라인판매, 쇼핑몰관리, 기획MD, 브랜드MD, 온라인MD 외 수정일 23/10/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46568168&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
"연구소, 영업, 품질, 생산, 인사부문 신입사원모집",(주)아젠컴,수정일 23/10/09,~ 12/03(일),경기 시흥시,경력무관,대졸↑,정규직,,"영업관리, 생산관리, 품질관리, 생산, 인사 외 수정일 23/10/09",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46681210&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
[상장 준비사] 정규직 기술영업 팀원 모집,(주)21세기,등록일 23/10/06,~ 12/05(화),경기 화성시,경력 3~10년,대졸↑,정규직,"4,500 만원","기술영업, 해외영업, 기타제조업 등록일 23/10/06",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46705388&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
[시원스쿨] 기초 영어 강사 채용,(주)에스제이더블유인터내셔널,수정일 23/09/18,~ 10/17(화),서울 영등포구,경력무관,대졸↑,계약직·프리랜서,,"원어민강사, 어학원, 영어, 일본어, 제2외국어 외 수정일 23/09/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46383870&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
휘트니스센터 헬스트레이너 경력 채용,(주)자연의벗,수정일 23/10/10,채용시,서울 서대문구,경력1년↑,초대졸↑,정규직·계약직,,"트레이너, 생활체육, 보건강사, 코치, 학원강사 외 수정일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46595471&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
[뷰티스킨-서울지점] 러시아 CIS국가 화장품 바이어 개발관리,(주)뷰티스킨,등록일 23/09/25,~ 10/25(수),서울 강동구,경력무관,학력무관,정규직,,"해외영업관리, 해외영업, 실적관리, 화장품 등록일 23/09/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46646207&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
유초등 영어 단행본/교재 기획 및 편집 경력 사원 모집,(주)시사북스,등록일 23/09/21,~ 10/21(토),서울 종로구,경력 3~15년,대졸↑,정규직,,"영어교재, 영어, 일본어, 중국어, 한국어 외 등록일 23/09/21",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46626547&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
[EGGDROP/SAINTGRILL] 에그드랍 직영점 정규직 근무자 채용,(주)골든하인드,등록일 23/09/18,~ 10/18(수),서울 서초구,경력무관,학력무관,정규직,"3,000 (면접 후 협의)","영업지원, 고객관리, 매장관리, 매출관리, 매장매니저 외 등록일 23/09/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46607011&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
[텐텍(주)] 미용기기 영업 신입 또는 경력직 채용,텐텍(주),등록일 23/09/25,~ 11/24(금),서울 강남구,경력무관,학력무관,정규직,,"기술영업, 의료기기영업, 장비영업, 영업, 의료기기 등록일 23/09/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46644795&location=ts&searchword=%ED%94%84%EB%9E%91%EC%8A%A4%EC%96%B4&searchType=search&paid_fl=n&search_uuid=ac1b3f02-320d-4b40-915a-e64c4160bc6f
